,사업장명,업태구분명,소재지전화,소재지전체주소,도로명전체주소,좌표정보(x),좌표정보(y),영업상태명,naver_map_url,구,동,검색어,검색어2
100,태화반점,중국식,051-6334877,부산광역시 부산진구 범천동 842-10번지,부산광역시 부산진구 중앙번영로 22 (범천동),387807.015460608,184790.34944855,영업/정상,https://pcmap.place.naver.com/restaurant/16486252/review/visitor#,부산진구,범천동,범천동 태화반점,범천동 태화반점 051-6334877
101,한방돼지국밥,한식,051-853-0016,부산광역시 부산진구 양정동 271-14번지,부산광역시 부산진구 연수로 41 (양정동),388998.203034751,188146.135418767,영업/정상,https://pcmap.place.naver.com/restaurant/16755539/review/visitor#,부산진구,양정동,양정동 한방돼지국밥,양정동 한방돼지국밥 051-853-0016
102,서면통통낙지,한식,051-8160880,부산광역시 부산진구 부전동 126-5번지,부산광역시 부산진구 서전로9번길 36 (부전동),387749.834077824,186394.583444993,영업/정상,https://pcmap.place.naver.com/restaurant/1796648267/review/visitor#,부산진구,부전동,부전동 서면통통낙지,부전동 서면통통낙지 051-8160880
103,이자카야타비타비,기타,,부산광역시 부산진구 부전동 517-33번지,부산광역시 부산진구 가야대로784번길 51 (부전동),387396.997892035,185932.359044491,영업/정상,https://pcmap.place.naver.com/restaurant/1313141838/review/visitor#,부산진구,부전동,부전동 이자카야타비타비,부전동 이자카야타비타비 
104,제일분식,한식,,부산광역시 부산진구 부전동 224-3번지,부산광역시 부산진구 중앙대로680번길 50 (부전동),387830.323483436,185742.980292644,영업/정상,,부산진구,부전동,부전동 제일분식,부전동 제일분식 
105,사해원,중국식,051-8621882,부산광역시 부산진구 양정동 50-18번지,부산광역시 부산진구 진남로 577-1 (양정동),389147.23915038,187958.667331543,영업/정상,,부산진구,양정동,양정동 사해원,양정동 사해원 051-8621882
106,백궁중화요리,중국식,051-8954448,부산광역시 부산진구 개금동 565-28번지,부산광역시 부산진구 복지로 66 (개금동),384008.79448007,185016.289707851,영업/정상,https://pcmap.place.naver.com/restaurant/16480462/review/visitor#,부산진구,개금동,개금동 백궁중화요리,개금동 백궁중화요리 051-8954448
107,국민아구찜,한식,,부산광역시 부산진구 당감동 699-46,부산광역시 부산진구 당감서로 117 (당감동),385225.871206373,187431.060078538,영업/정상,,부산진구,당감동,당감동 국민아구찜,당감동 국민아구찜 
108,대송,한식,051-6345678,부산광역시 부산진구 범천동 848-22,부산광역시 부산진구 황령대로8번길 60 (범천동),387650.117487165,184826.016766299,영업/정상,,부산진구,범천동,범천동 대송,범천동 대송 051-6345678
109,래드릿,기타,,부산광역시 부산진구 부전동 198-11,"부산광역시 부산진구 중앙대로680번가길 11-7, 1,2층 (부전동)",387680.294784183,185795.752188322,영업/정상,https://pcmap.place.naver.com/restaurant/1328149805/review/visitor#,부산진구,부전동,부전동 래드릿,부전동 래드릿 
110,갈비가참맛있다,식육(숯불구이),051-8062382,부산광역시 부산진구 부전동 517-27,부산광역시 부산진구 가야대로784번길 49 (부전동),387403.107546574,185940.21358008,영업/정상,https://pcmap.place.naver.com/restaurant/1122266961/review/visitor#,부산진구,부전동,부전동 갈비가참맛있다,부전동 갈비가참맛있다 051-8062382
111,일출,한식,051-8096282,부산광역시 부산진구 부전동 130-5번지,부산광역시 부산진구 서전로9번길 27 (부전동),387711.325883394,186381.353681793,영업/정상,,부산진구,부전동,부전동 일출,부전동 일출 051-8096282
112,불로만바베큐(대공원점),한식,051-8050895,부산광역시 부산진구 초읍동 278-34번지,부산광역시 부산진구 새싹로 255-4 (초읍동),386453.514458025,188561.111680549,영업/정상,,부산진구,초읍동,초읍동 불로만바베큐(대공원점),초읍동 불로만바베큐(대공원점) 051-8050895
113,돼자뷰,한식,,부산광역시 부산진구 부전동 502-28번지,부산광역시 부산진구 서면로 65-8 (부전동),387404.604530829,186078.125465357,영업/정상,https://pcmap.place.naver.com/restaurant/1009598969/review/visitor#,부산진구,부전동,부전동 돼자뷰,부전동 돼자뷰 
114,생면멸치국수,한식,,부산광역시 부산진구 부전동 267-20번지,부산광역시 부산진구 중앙대로 765-1 (부전동),387735.835815305,186565.948238845,영업/정상,,부산진구,부전동,부전동 생면멸치국수,부전동 생면멸치국수 
115,진수삼촌,호프/통닭,051-8665289,부산광역시 부산진구 양정동 336-9번지,부산광역시 부산진구 중앙대로928번길 5 (양정동),388656.904720544,187904.042506196,영업/정상,https://pcmap.place.naver.com/restaurant/34713994/review/visitor#,부산진구,양정동,양정동 진수삼촌,양정동 진수삼촌 051-8665289
116,아리산,한식,,부산광역시 부산진구 범천동 850-325번지,부산광역시 부산진구 중앙번영로 13-2 (범천동),387732.420907454,184820.938988489,영업/정상,,부산진구,범천동,범천동 아리산,범천동 아리산 
117,백년가마솥통닭,한식,051-8055070,부산광역시 부산진구 부전동 261-1번지,부산광역시 부산진구 새싹로14번길 4 (부전동),387480.209971212,186399.641831647,영업/정상,,부산진구,부전동,부전동 백년가마솥통닭,부전동 백년가마솥통닭 051-8055070
118,수림관,중국식,051-8954030,부산광역시 부산진구 당감동 175-2번지 18동 106호,"부산광역시 부산진구 당감로 5 (당감동,18동 106호)",385699.435124042,186652.915622764,영업/정상,,부산진구,당감동,당감동 수림관,당감동 수림관 051-8954030
119,계룡산숯불갈비,한식,051-8180867,부산광역시 부산진구 부전동 485-1번지 15.16,부산광역시 부산진구 서면문화로5번길 21 (부전동),387303.227245124,186267.25677352,영업/정상,https://pcmap.place.naver.com/restaurant/16774479/review/visitor#,부산진구,부전동,부전동 계룡산숯불갈비,부전동 계룡산숯불갈비 051-8180867
120,빈스킹토스트·커피(서면1번가점),호프/통닭,,부산광역시 부산진구 부전동 242-7 (1층),"부산광역시 부산진구 서면로68번길 44 (부전동,(1층))",387479.193924854,185919.93010461,영업/정상,,부산진구,부전동,부전동 빈스킹토스트·커피(서면1번가점),부전동 빈스킹토스트·커피(서면1번가점) 
121,친구야,한식,051-8077408,부산광역시 부산진구 부전동 477-12,부산광역시 부산진구 가야대로765번길 14 (부전동),387206.468578999,186294.765366465,영업/정상,,부산진구,부전동,부전동 친구야,부전동 친구야 051-8077408
122,원초량갈비,한식,,부산광역시 부산진구 초읍동 174-12번지,부산광역시 부산진구 성지로143번길 5 (초읍동),386571.84753523,188811.860205413,영업/정상,https://pcmap.place.naver.com/restaurant/20601430/review/visitor#,부산진구,초읍동,초읍동 원초량갈비,초읍동 원초량갈비 
123,대림참치(본점),일식,051-8027577,부산광역시 부산진구 부전동 524-1번지 지상2층,"부산광역시 부산진구 중앙대로691번길 41, 지상2층 (부전동)",387348.234193345,185842.175563668,영업/정상,https://pcmap.place.naver.com/restaurant/34961401/review/visitor#,부산진구,부전동,부전동 대림참치(본점),부전동 대림참치(본점) 051-8027577
124,공원횟집,한식,051-8066858,부산광역시 부산진구 초읍동 233-1번지 초읍파크빌리지,"부산광역시 부산진구 초읍천로 113-7, 2층 (초읍동, 초읍파크빌리지)",386285.706613786,188905.664968841,영업/정상,,부산진구,초읍동,초읍동 공원횟집,초읍동 공원횟집 051-8066858
125,초읍돼지갈비,한식,051-809-2786,부산광역시 부산진구 초읍동 290-22번지,부산광역시 부산진구 성지로143번길 6 (초읍동),386546.588656829,188818.164339665,영업/정상,,부산진구,초읍동,초읍동 초읍돼지갈비,초읍동 초읍돼지갈비 051-809-2786
126,송송쭈꾸미,한식,,부산광역시 부산진구 가야동 370-15,부산광역시 부산진구 대학로15번길 4 (가야동),385554.979518224,185754.228815366,영업/정상,https://pcmap.place.naver.com/restaurant/35179012/review/visitor#,부산진구,가야동,가야동 송송쭈꾸미,가야동 송송쭈꾸미 
127,명지,한식,051-8079520,부산광역시 부산진구 부전동 469-13,부산광역시 부산진구 가야대로765번길 25 (부전동),387184.553428954,186354.378192324,영업/정상,,부산진구,부전동,부전동 명지,부전동 명지 051-8079520
128,묵고가자,한식,051-8078414,부산광역시 부산진구 부전동 402-5,부산광역시 부산진구 새싹로29번길 10 (부전동),387300.206977556,186504.874953187,영업/정상,,부산진구,부전동,부전동 묵고가자,부전동 묵고가자 051-8078414
129,길촌식당,한식,051-8952235,부산광역시 부산진구 가야동 594-19번지 1층,"부산광역시 부산진구 냉정로 277, 1층 (가야동)",384933.767761149,185463.3408379,영업/정상,,부산진구,가야동,가야동 길촌식당,가야동 길촌식당 051-8952235
130,수복원,중국식,051-8097207,부산광역시 부산진구 전포동 189-74번지,부산광역시 부산진구 동성로 102 (전포동),388324.323997297,186441.639340143,영업/정상,https://pcmap.place.naver.com/restaurant/16459695/review/visitor#,부산진구,전포동,전포동 수복원,전포동 수복원 051-8097207
131,돼지국밥집,한식,,부산광역시 부산진구 전포동 631-2번지,부산광역시 부산진구 동천로132번길 23-1 (전포동),387970.792531768,186572.179873858,영업/정상,,부산진구,전포동,전포동 돼지국밥집,전포동 돼지국밥집 
132,인제분식,분식,,부산광역시 부산진구 개금동 627-1,부산광역시 부산진구 진사로61번길 29 (개금동),383734.276148855,184897.302921948,영업/정상,https://pcmap.place.naver.com/restaurant/16480880/review/visitor#,부산진구,개금동,개금동 인제분식,개금동 인제분식 
133,평화김해뒷고기,일식,051-8052525,부산광역시 부산진구 부전동 520-37,부산광역시 부산진구 가야대로784번길 56-3 (부전동),387357.187744431,185903.222837731,영업/정상,,부산진구,부전동,부전동 평화김해뒷고기,부전동 평화김해뒷고기 051-8052525
134,제일횟집,횟집,051-8056290,"부산광역시 부산진구 부전동 398-12 ,25 (1,2,3층)","부산광역시 부산진구 서면문화로 24 (부전동,,25 (1,2,3층))",387321.453996082,186415.094239988,영업/정상,,부산진구,부전동,부전동 제일횟집,부전동 제일횟집 051-8056290
135,매콤이,호프/통닭,051-8975161,부산광역시 부산진구 당감동 749-7번지,부산광역시 부산진구 당감서로 67 (당감동),385476.23395945,187149.3837267,영업/정상,https://pcmap.place.naver.com/restaurant/37002736/review/visitor#,부산진구,당감동,당감동 매콤이,당감동 매콤이 051-8975161
136,천일반점,한식,051-8088147,부산광역시 부산진구 부전동 477-23,부산광역시 부산진구 부전로96번길 34-6 (부전동),387293.938564791,186298.24135199,영업/정상,,부산진구,부전동,부전동 천일반점,부전동 천일반점 051-8088147
137,한솥도시락(서면학원가점),김밥(도시락),051-8063775,부산광역시 부산진구 전포동 692-3,부산광역시 부산진구 동천로 56 (전포동),387891.346198343,185776.394459023,영업/정상,,부산진구,전포동,전포동 한솥도시락(서면학원가점),전포동 한솥도시락(서면학원가점) 051-8063775
138,꼬꼬닭,호프/통닭,,부산광역시 부산진구 양정동 116-12,부산광역시 부산진구 연수로54번길 5 (양정동),389147.343411118,188159.061117118,영업/정상,,부산진구,양정동,양정동 꼬꼬닭,양정동 꼬꼬닭 
139,언양꼬리곰탕,한식,051-806-2252,부산광역시 부산진구 부전동 242-27번지,부산광역시 부산진구 서면로 44-1 (부전동),387461.385842578,185890.28552053,영업/정상,https://pcmap.place.naver.com/restaurant/16441162/review/visitor#,부산진구,부전동,부전동 언양꼬리곰탕,부전동 언양꼬리곰탕 051-806-2252
140,고향뚝배기,한식,051-8065815,부산광역시 부산진구 전포동 360-1,부산광역시 부산진구 전포대로176번길 30 (전포동),388301.392810971,185617.337206214,영업/정상,https://pcmap.place.naver.com/restaurant/16765050/review/visitor#,부산진구,전포동,전포동 고향뚝배기,전포동 고향뚝배기 051-8065815
141,장터돼지국밥,한식,051-8932453,부산광역시 부산진구 가야동 271-29번지,"부산광역시 부산진구 가야대로 590-2, 1층 (가야동)",385487.38573786,185800.65761604,영업/정상,,부산진구,가야동,가야동 장터돼지국밥,가야동 장터돼지국밥 051-8932453
142,삼바리 서면점,횟집,,부산광역시 부산진구 부전동 156-1 지상1층,"부산광역시 부산진구 서전로10번길 24, 지상1층 (부전동)",387639.169219436,186132.904390823,영업/정상,,부산진구,부전동,부전동 삼바리 서면점,부전동 삼바리 서면점 
143,흥부네식당,한식,051-8065934,부산광역시 부산진구 부전동 122-19,부산광역시 부산진구 동천로107번길 18-6 (부전동),387740.008847472,186319.546305236,영업/정상,,부산진구,부전동,부전동 흥부네식당,부전동 흥부네식당 051-8065934
144,일광식당,한식,,부산광역시 부산진구 당감동 762-4번지,,385419.476399664,187396.666338634,영업/정상,,부산진구,당감동,당감동 일광식당,당감동 일광식당 
145,롯데양곱창,한식,051-8078750,부산광역시 부산진구 부전동 520-1,부산광역시 부산진구 가야대로784번길 58 (부전동),387368.891041806,185905.954710749,영업/정상,https://pcmap.place.naver.com/restaurant/32397751/review/visitor#,부산진구,부전동,부전동 롯데양곱창,부전동 롯데양곱창 051-8078750
146,마포선장,기타,051-817-0725,부산광역시 부산진구 부전동 524-36,"부산광역시 부산진구 부전로 44, 1층 (부전동)",387258.947063319,185817.636240951,영업/정상,https://pcmap.place.naver.com/restaurant/1205612580/review/visitor#,부산진구,부전동,부전동 마포선장,부전동 마포선장 051-817-0725
147,시골추어탕,한식,051-8099562,부산광역시 부산진구 부전동 263-30번지,"부산광역시 부산진구 중앙대로743번길 20, 1층 (부전동)",387557.972850574,186441.210947739,영업/정상,https://pcmap.place.naver.com/restaurant/34635870/review/visitor#,부산진구,부전동,부전동 시골추어탕,부전동 시골추어탕 051-8099562
148,마산식당,한식,051-6316906,부산광역시 부산진구 범천동 839-53,부산광역시 부산진구 자유평화로 19 (범천동),387848.743322424,184439.784019523,영업/정상,,부산진구,범천동,범천동 마산식당,범천동 마산식당 051-6316906
149,백셰프,한식,051-816-9173,부산광역시 부산진구 부전동 474-36번지,부산광역시 부산진구 부전로96번길 13 (부전동),387219.104675467,186332.757137745,영업/정상,,부산진구,부전동,부전동 백셰프,부전동 백셰프 051-816-9173
150,울산식당,한식,051-8096135,부산광역시 부산진구 부전동 58-1번지,부산광역시 부산진구 중앙대로 795-1 (부전동),387867.103676258,186804.251248603,영업/정상,,부산진구,부전동,부전동 울산식당,부전동 울산식당 051-8096135
151,서면대복집,한식,051-8093714,"부산광역시 부산진구 부전동 475-27번지 ,28","부산광역시 부산진구 서면문화로5번길 6 (부전동,,28)",387394.56369322,186299.408647127,영업/정상,https://pcmap.place.naver.com/restaurant/1376623008/review/visitor#,부산진구,부전동,부전동 서면대복집,부전동 서면대복집 051-8093714
152,술고당,기타,16617135,부산광역시 부산진구 부전동 255-10번지,부산광역시 부산진구 서면로68번길 21 (부전동),387501.333310166,186030.924226972,영업/정상,,부산진구,부전동,부전동 술고당,부전동 술고당 16617135
153,시장칼국수,분식,,부산광역시 부산진구 부전동 256-6번지,부산광역시 부산진구 서면로 56 (부전동),387468.48013598,185990.346086723,영업/정상,,부산진구,부전동,부전동 시장칼국수,부전동 시장칼국수 
154,칼국수집,분식,,부산광역시 부산진구 부전동 256-6번지,부산광역시 부산진구 서면로 56 (부전동),387468.48013598,185990.346086723,영업/정상,,부산진구,부전동,부전동 칼국수집,부전동 칼국수집 
155,시골밥상,한식,,부산광역시 부산진구 부전동 519-9번지,부산광역시 부산진구 가야대로784번길 46-9 (부전동),387333.273435589,185953.713397283,영업/정상,,부산진구,부전동,부전동 시골밥상,부전동 시골밥상 
156,부산양곱창1호,기타,051-8077746,부산광역시 부산진구 부전동 520-2,부산광역시 부산진구 가야대로784번길 62 (부전동),387363.78756648,185889.778120375,영업/정상,,부산진구,부전동,부전동 부산양곱창1호,부전동 부산양곱창1호 051-8077746
157,한림정,한식,051-8090977,부산광역시 부산진구 부전동 260-58,부산광역시 부산진구 새싹로8번길 18 (부전동),387570.531277553,186375.719722805,영업/정상,https://pcmap.place.naver.com/restaurant/1000723849/review/visitor#,부산진구,부전동,부전동 한림정,부전동 한림정 051-8090977
158,백천식당,한식,051-8511433,부산광역시 부산진구 양정동 391-2번지,부산광역시 부산진구 동평로420번길 20 (양정동),388482.740414113,187867.932214036,영업/정상,https://pcmap.place.naver.com/restaurant/16450620/review/visitor#,부산진구,양정동,양정동 백천식당,양정동 백천식당 051-8511433
159,일미집,한식,051-8078959,부산광역시 부산진구 부전동 144-2번지,부산광역시 부산진구 동천로107번길 5 (부전동),387808.230322555,186277.014580785,영업/정상,https://pcmap.place.naver.com/restaurant/1293727053/review/visitor#,부산진구,부전동,부전동 일미집,부전동 일미집 051-8078959
160,홍대앞맥주집,호프/통닭,051-8638255,부산광역시 부산진구 양정동 394-12번지 (1층),"부산광역시 부산진구 중앙대로909번길 9, 1층 (양정동)",388462.788825134,187781.10321542,영업/정상,,부산진구,양정동,양정동 홍대앞맥주집,양정동 홍대앞맥주집 051-8638255
161,부산돼지국밥,분식,051-6341009,부산광역시 부산진구 범천동 870-47번지,부산광역시 부산진구 신천대로65번길 63 (범천동),387491.006921495,185076.609852357,영업/정상,,부산진구,범천동,범천동 부산돼지국밥,범천동 부산돼지국밥 051-6341009
162,조실장,한식,051-8058695,부산광역시 부산진구 부전동 352-7번지,부산광역시 부산진구 부전로140번길 29 (부전동),387418.74411974,186543.575162352,영업/정상,,부산진구,부전동,부전동 조실장,부전동 조실장 051-8058695
163,초량갈비,한식,051-8989001,부산광역시 부산진구 가야동 273-1번지 외 271,부산광역시 부산진구 가야대로588번길 5 (가야동),385475.454966657,185786.478276245,영업/정상,,부산진구,가야동,가야동 초량갈비,가야동 초량갈비 051-8989001
164,호박꽃마차 전포점,기타,,부산광역시 부산진구 전포동 193-14,"부산광역시 부산진구 서전로57번길 43, 1층 (전포동)",388168.23010662,186460.084014058,영업/정상,https://pcmap.place.naver.com/restaurant/1949473567/review/visitor#,부산진구,전포동,전포동 호박꽃마차 전포점,전포동 호박꽃마차 전포점 
165,아너스다이닝 서면점,경양식,,부산광역시 부산진구 전포동 683-11 서면쌍용플래티넘,"부산광역시 부산진구 동천로 70, 4층 404호 (전포동, 서면쌍용플래티넘)",387884.134562506,185923.837553854,영업/정상,https://pcmap.place.naver.com/restaurant/1872734079/review/visitor#,부산진구,전포동,전포동 아너스다이닝 서면점,전포동 아너스다이닝 서면점 
166,리버역전할머니홀덤펍,기타,,부산광역시 부산진구 양정동 116-19,"부산광역시 부산진구 연수로 56-1, 3층 301호 (양정동)",389158.305779679,188179.281473933,영업/정상,,부산진구,양정동,양정동 리버역전할머니홀덤펍,양정동 리버역전할머니홀덤펍 
167,만원의닭발 당감점,한식,,부산광역시 부산진구 당감동 312-1 동평상가아파트,"부산광역시 부산진구 동평로95번길 16, 1층 102호 (당감동, 동평상가아파트)",385801.60404519,187152.470002537,영업/정상,,부산진구,당감동,당감동 만원의닭발 당감점,당감동 만원의닭발 당감점 
168,대호식당,한식,,부산광역시 부산진구 양정동 316-6,"부산광역시 부산진구 거제대로74번길 25, 1층 (양정동)",388381.596109261,188299.286197322,영업/정상,,부산진구,양정동,양정동 대호식당,양정동 대호식당 
169,818호프,호프/통닭,,부산광역시 부산진구 당감동 818-54,"부산광역시 부산진구 백양순환로 66-1, 2층 (당감동)",385266.785361238,187538.907004117,영업/정상,,부산진구,당감동,당감동 818호프,당감동 818호프 
170,'sTicket(스티켓),기타,,부산광역시 부산진구 전포동 306-21,"부산광역시 부산진구 서전로68번길 38-6, 1층 일부 (전포동)",388268.116331072,186080.307714722,영업/정상,https://pcmap.place.naver.com/restaurant/1270518956/review/visitor#,부산진구,전포동,전포동 'sTicket(스티켓),전포동 'sTicket(스티켓) 
171,타코리타,"외국음식전문점(인도,태국등)",,부산광역시 부산진구 전포동 347-7,"부산광역시 부산진구 전포대로190번길 26, 2층 (전포동)",388278.674731732,185761.523616029,영업/정상,https://pcmap.place.naver.com/restaurant/1942005934/review/visitor#,부산진구,전포동,전포동 타코리타,전포동 타코리타 
172,223(이이삼),경양식,,부산광역시 부산진구 전포동 343-13 지하1층 일부,"부산광역시 부산진구 동성로 35, 지하1층 일부 (전포동)",388387.425947649,185786.279844047,영업/정상,https://pcmap.place.naver.com/restaurant/1937434015/review/visitor#,부산진구,전포동,전포동 223(이이삼),전포동 223(이이삼) 
173,테넌츠커피바,경양식,,부산광역시 부산진구 전포동 356-4 전포동 356-4 제2종근린생활시설 (배수경),"부산광역시 부산진구 동성로25번길 35, 1층 일부 (전포동)",388229.617502814,185672.265947448,영업/정상,https://pcmap.place.naver.com/restaurant/1436658343/review/visitor#,부산진구,전포동,전포동 테넌츠커피바,전포동 테넌츠커피바 
174,간딱,한식,,부산광역시 부산진구 부암동 124-83,"부산광역시 부산진구 신천대로204번길 35, 1층 (부암동)",386905.338197161,186534.500385186,영업/정상,,부산진구,부암동,부암동 간딱,부암동 간딱 
175,똣tot,경양식,,부산광역시 부산진구 전포동 359-32,부산광역시 부산진구 동성로15번길 18 (전포동),388330.134156555,185593.261892126,영업/정상,https://pcmap.place.naver.com/restaurant/1436613727/review/visitor#,부산진구,전포동,전포동 똣tot,전포동 똣tot 
176,꼬다리김밥(양정점),김밥(도시락),,부산광역시 부산진구 양정동 362-16,"부산광역시 부산진구 양지로 7-1, 1층 (양정동)",388492.097654096,187568.116884904,영업/정상,,부산진구,양정동,양정동 꼬다리김밥(양정점),양정동 꼬다리김밥(양정점) 
177,자만추 포차,경양식,,부산광역시 부산진구 부전동 219-3,"부산광역시 부산진구 중앙대로692번길 46-10, 3층 (부전동)",387782.232759968,185827.001483684,영업/정상,https://pcmap.place.naver.com/restaurant/1547936142/review/visitor#,부산진구,부전동,부전동 자만추 포차,부전동 자만추 포차 
178,이뎀 라운지,한식,,부산광역시 부산진구 전포동 359-52,"부산광역시 부산진구 전포대로176번길 46, 1,2층 (전포동)",388388.187653793,185627.249162087,영업/정상,https://pcmap.place.naver.com/restaurant/1805058952/review/visitor#,부산진구,전포동,전포동 이뎀 라운지,전포동 이뎀 라운지 
179,밀리스 피자,경양식,,부산광역시 부산진구 전포동 305-11,"부산광역시 부산진구 동성로71번길 29, 1층 (전포동)",388246.428988966,186136.65634431,영업/정상,https://pcmap.place.naver.com/restaurant/1117430266/review/visitor#,부산진구,전포동,전포동 밀리스 피자,전포동 밀리스 피자 
180,넘버25호텔 서면역점,한식,,부산광역시 부산진구 부전동 260-12,"부산광역시 부산진구 새싹로8번길 20, 10층 (부전동)",387583.104713046,186383.355921238,영업/정상,,부산진구,부전동,부전동 넘버25호텔 서면역점,부전동 넘버25호텔 서면역점 
181,당감댁,한식,,부산광역시 부산진구 가야동 643-20,"부산광역시 부산진구 냉정로 239, 1층 (가야동)",384543.914004424,185425.648362063,영업/정상,,부산진구,가야동,가야동 당감댁,가야동 당감댁 
182,디지푸드,한식,051-806-0506,부산광역시 부산진구 부암동 746 서면 동일파크스위트 3차,"부산광역시 부산진구 동평로 162, 상가2동 B103호 (부암동, 서면 동일파크스위트 3차)",386443.082710801,186982.262716528,영업/정상,,부산진구,부암동,부암동 디지푸드,부암동 디지푸드 051-806-0506
183,베트남 여후,"외국음식전문점(인도,태국등)",,부산광역시 부산진구 초읍동 348-9,"부산광역시 부산진구 성지곡로 26, 2층 (초읍동)",386486.146885574,189192.229818619,영업/정상,https://pcmap.place.naver.com/restaurant/1727808515/review/visitor#,부산진구,초읍동,초읍동 베트남 여후,초읍동 베트남 여후 
184,츄이티(Chewytie),기타,,부산광역시 부산진구 전포동 305-22,"부산광역시 부산진구 전포대로224번길 25, 1층 (전포동)",388269.426283835,186115.601773271,영업/정상,https://pcmap.place.naver.com/restaurant/1912660065/review/visitor#,부산진구,전포동,전포동 츄이티(Chewytie),전포동 츄이티(Chewytie) 
185,태리떡볶이&닭강정,"외국음식전문점(인도,태국등)",,부산광역시 부산진구 전포동 675-5 경무빌딩,"부산광역시 부산진구 전포대로 225, 경무빌딩 1층 (전포동)",388086.58929932,186121.66376562,영업/정상,,부산진구,전포동,전포동 태리떡볶이&닭강정,전포동 태리떡볶이&닭강정 
186,고원,한식,,부산광역시 부산진구 전포동 312-26,"부산광역시 부산진구 서전로58번길 64, 1층 (전포동)",388186.775096547,185923.315567334,영업/정상,https://pcmap.place.naver.com/restaurant/1327613177/review/visitor#,부산진구,전포동,전포동 고원,전포동 고원 
187,페이버커피,기타,,부산광역시 부산진구 전포동 308-21,"부산광역시 부산진구 서전로68번길 52, 2층 (전포동)",388287.430944915,185995.144027444,영업/정상,https://pcmap.place.naver.com/restaurant/1666367436/review/visitor#,부산진구,전포동,전포동 페이버커피,전포동 페이버커피 
188,찬까페,한식,,부산광역시 부산진구 초읍동 271-7,"부산광역시 부산진구 새싹로 199, 1층 103호 (초읍동)",386589.963863768,188002.196398506,영업/정상,https://pcmap.place.naver.com/restaurant/1896181917/review/visitor#,부산진구,초읍동,초읍동 찬까페,초읍동 찬까페 
189,전포 히카루,경양식,,부산광역시 부산진구 전포동 305-8,"부산광역시 부산진구 동성로71번길 23, 1층 (전포동)",388270.899419992,186137.844495051,영업/정상,,부산진구,전포동,전포동 전포 히카루,전포동 전포 히카루 
190,만장일취,일식,,부산광역시 부산진구 전포동 309-3,"부산광역시 부산진구 서전로58번길 34-1, 2층 (전포동)",388175.445141893,186076.775734404,영업/정상,https://pcmap.place.naver.com/restaurant/1824226665/review/visitor#,부산진구,전포동,전포동 만장일취,전포동 만장일취 
191,라라,기타,051-817-0065,부산광역시 부산진구 부전동 505-6 한솔폴라리스,"부산광역시 부산진구 가야대로 754, 1층 101호 (부전동, 한솔폴라리스)",387076.983236541,186148.629195175,영업/정상,,부산진구,부전동,부전동 라라,부전동 라라 051-817-0065
192,알트콤마,경양식,,부산광역시 부산진구 전포동 362-2,"부산광역시 부산진구 전포대로176번길 6, 1층 (전포동)",388180.25488626,185615.295708606,영업/정상,https://pcmap.place.naver.com/restaurant/1902615450/review/visitor#,부산진구,전포동,전포동 알트콤마,전포동 알트콤마 
193,다복 돼지국밥,한식,051-891-1192,부산광역시 부산진구 개금동 554-156,"부산광역시 부산진구 냉정로 204, 1층 (개금동)",384194.732550288,185349.099324503,영업/정상,https://pcmap.place.naver.com/restaurant/1224917094/review/visitor#,부산진구,개금동,개금동 다복 돼지국밥,개금동 다복 돼지국밥 051-891-1192
194,Kaiman coffee카이맨커피,기타,,부산광역시 부산진구 전포동 664-9,"부산광역시 부산진구 서전로37번길 20, A마동 지하1층 일부호 (전포동)",388014.238479195,186349.005777784,영업/정상,,부산진구,전포동,전포동 Kaiman coffee카이맨커피,전포동 Kaiman coffee카이맨커피 
195,다소유,한식,,부산광역시 부산진구 전포동 358-31,"부산광역시 부산진구 동성로 4, 1층 일부호 (전포동)",388425.978884551,185473.325364965,영업/정상,https://pcmap.place.naver.com/restaurant/1171864855/review/visitor#,부산진구,전포동,전포동 다소유,전포동 다소유 
196,도떼기,한식,,부산광역시 부산진구 부전동 521-21,"부산광역시 부산진구 서면로 33, 5층 (부전동)",387418.126886949,185772.331213982,영업/정상,,부산진구,부전동,부전동 도떼기,부전동 도떼기 
197,정든어묵집,한식,,부산광역시 부산진구 전포동 685-1,"부산광역시 부산진구 서전로38번길 62, 1층 (전포동)",387981.667323514,185916.186064046,영업/정상,https://pcmap.place.naver.com/restaurant/1897129955/review/visitor#,부산진구,전포동,전포동 정든어묵집,전포동 정든어묵집 
198,엠브로키친 서면점,한식,,부산광역시 부산진구 전포동 580-10,"부산광역시 부산진구 전포대로300번길 9, 1층 (전포동)",388138.856536004,186960.361821759,영업/정상,https://pcmap.place.naver.com/restaurant/1488312619/review/visitor#,부산진구,전포동,전포동 엠브로키친 서면점,전포동 엠브로키친 서면점 
199,impbar 아이엠피바,기타,,부산광역시 부산진구 전포동 334-18,"부산광역시 부산진구 동성로49번길 6, 1층 (전포동)",388374.894685718,185947.591661808,영업/정상,,부산진구,전포동,전포동 impbar 아이엠피바,전포동 impbar 아이엠피바 
200,일상,일식,,부산광역시 부산진구 부전동 160-8,"부산광역시 부산진구 서전로10번길 36, 1층 (부전동)",387610.434305468,186071.582645088,영업/정상,,부산진구,부전동,부전동 일상,부전동 일상 
