,사업장명,업태구분명,소재지전화,소재지전체주소,도로명전체주소,좌표정보(x),좌표정보(y),영업상태명,naver_map_url,구,동,검색어,검색어2
98,크라상점,기타,051802-5695,부산광역시 부산진구 부전동 198-12번지 지상1층,"부산광역시 부산진구 중앙대로680번길 19, 지상1층 (부전동)",387666.222462684,185769.637999299,영업/정상,,부산진구,부전동,부전동 크라상점,부전동 크라상점 051802-5695
99,더벤티,분식,051-8068853,부산광역시 부산진구 부전동 198-12번지 지상1층,"부산광역시 부산진구 중앙대로680번길 19, 지상1층 (부전동)",387666.222462684,185769.637999299,영업/정상,,부산진구,부전동,부전동 더벤티,부전동 더벤티 051-8068853
100,당감국수,분식,051-897-5055,부산광역시 부산진구 당감동 381-3번지,부산광역시 부산진구 당감서로 47 (당감동),385495.427087914,186948.748589068,영업/정상,,부산진구,당감동,당감동 당감국수,당감동 당감국수 051-897-5055
101,봉선화,호프/통닭,051-819-3379,부산광역시 부산진구 부전동 396-10번지,부산광역시 부산진구 새싹로 16-1 (부전동),387446.249301605,186419.424152962,영업/정상,https://pcmap.place.naver.com/restaurant/1183576798/review/visitor#,부산진구,부전동,부전동 봉선화,부전동 봉선화 051-819-3379
102,팔공티,기타,051-8068224,부산광역시 부산진구 부전동 187-3번지 지상1층,"부산광역시 부산진구 중앙대로680번가길 31, 지상1층 (부전동)",387704.39418778,185902.27401842,영업/정상,,부산진구,부전동,부전동 팔공티,부전동 팔공티 051-8068224
103,프띠르,기타,,부산광역시 부산진구 부전동 172-1,부산광역시 부산진구 중앙대로692번길 45-7 (부전동),387783.110280974,185907.206429187,영업/정상,https://pcmap.place.naver.com/restaurant/1708158374/review/visitor#,부산진구,부전동,부전동 프띠르,부전동 프띠르 
104,다드림,한식,051-8970488,부산광역시 부산진구 개금동 540-242,부산광역시 부산진구 복지로 48 (개금동),384036.893259342,185172.467713624,영업/정상,,부산진구,개금동,개금동 다드림,개금동 다드림 051-8970488
105,경복분식,분식,,부산광역시 부산진구 부전동 198-12번지,부산광역시 부산진구 중앙대로680번길 19 (부전동),387666.222462684,185769.637999299,영업/정상,,부산진구,부전동,부전동 경복분식,부전동 경복분식 
106,정담숯불갈비,한식,051-8952526,부산광역시 부산진구 당감동 282-20,부산광역시 부산진구 동평로94번길 10 (당감동),385785.520032615,187001.002805465,영업/정상,https://pcmap.place.naver.com/restaurant/13100142/review/visitor#,부산진구,당감동,당감동 정담숯불갈비,당감동 정담숯불갈비 051-8952526
107,서민불닭발,한식,051-8195741,부산광역시 부산진구 연지동 71-2,,387162.695185642,187863.757965066,영업/정상,https://pcmap.place.naver.com/restaurant/1364551283/review/visitor#,부산진구,연지동,연지동 서민불닭발,연지동 서민불닭발 051-8195741
108,유원트,한식,051-8059900,부산광역시 부산진구 부전동 156-46 지상1층,"부산광역시 부산진구 서전로10번길 22-4, 지상1층 (부전동)",387655.681421563,186141.045657992,영업/정상,https://pcmap.place.naver.com/restaurant/1780484872/review/visitor#,부산진구,부전동,부전동 유원트,부전동 유원트 051-8059900
109,애니핑거,기타,,부산광역시 부산진구 양정동 276-14번지,부산광역시 부산진구 동평로405번길 73 (양정동),388636.067237627,188363.260932822,영업/정상,https://pcmap.place.naver.com/restaurant/1524567241/review/visitor#,부산진구,양정동,양정동 애니핑거,양정동 애니핑거 
110,이야우와,횟집,,부산광역시 부산진구 부전동 168-110 (1층),"부산광역시 부산진구 동천로85번길 31-20 (부전동,(1층))",387689.540394034,186044.579195763,영업/정상,https://pcmap.place.naver.com/restaurant/1001997790/review/visitor#,부산진구,부전동,부전동 이야우와,부전동 이야우와 
111,(주)풀무원푸드앤컬처 한국전력부산울산본부,한식,051-8012283,부산광역시 부산진구 부전동 224-7,부산광역시 부산진구 중앙대로666번길 43 (부전동),387768.651397445,185663.196881454,영업/정상,,부산진구,부전동,부전동 (주)풀무원푸드앤컬처 한국전력부산울산본부,부전동 (주)풀무원푸드앤컬처 한국전력부산울산본부 051-8012283
112,주식회사급행장,한식,051-8070087,부산광역시 부산진구 부전동 485-19,"부산광역시 부산진구 서면문화로5번길 29, 1층 (부전동)",387271.507465622,186260.7524376,영업/정상,,부산진구,부전동,부전동 주식회사급행장,부전동 주식회사급행장 051-8070087
113,오늘 더 달달해,한식,,부산광역시 부산진구 가야동 227-5,부산광역시 부산진구 가야대로556번길 7 (가야동),385183.757095137,185724.57521822,영업/정상,,부산진구,가야동,가야동 오늘 더 달달해,가야동 오늘 더 달달해 
114,우정분식,분식,051802-6282,부산광역시 부산진구 부전동 172-1번지,부산광역시 부산진구 중앙대로692번길 45-7 (부전동),387783.110280974,185907.206429187,영업/정상,https://pcmap.place.naver.com/restaurant/1402008369/review/visitor#,부산진구,부전동,부전동 우정분식,부전동 우정분식 051802-6282
115,도날드돈까스,경양식,051-902-4545,부산광역시 부산진구 당감동 768-1 (1층),"부산광역시 부산진구 백양순환로 51, 5동 103호 (당감동)",385128.267010139,187522.892070661,영업/정상,,부산진구,당감동,당감동 도날드돈까스,당감동 도날드돈까스 051-902-4545
116,반핀(Ban Pin),기타,,부산광역시 부산진구 전포동 660-15,부산광역시 부산진구 동천로108번길 9 (전포동),387885.861365401,186305.599500261,영업/정상,https://pcmap.place.naver.com/restaurant/1147781983/review/visitor#,부산진구,전포동,전포동 반핀(Ban Pin),전포동 반핀(Ban Pin) 
117,일미리금계찜닭부산당감점,한식,051-898-0092,부산광역시 부산진구 당감동 175-2 서면삼익아파트,"부산광역시 부산진구 당감로 5, 서면삼익아파트 18동 202-1호 (당감동)",385699.435124042,186652.915622764,영업/정상,,부산진구,당감동,당감동 일미리금계찜닭부산당감점,당감동 일미리금계찜닭부산당감점 051-898-0092
118,장우동,분식,051-8029173,부산광역시 부산진구 부전동 191-1 지하1층,"부산광역시 부산진구 서전로10번길 60 (부전동,지하1층)",387616.817538047,185949.643943291,영업/정상,,부산진구,부전동,부전동 장우동,부전동 장우동 051-8029173
119,미즈,호프/통닭,,부산광역시 부산진구 양정동 94-5번지 (지하1층),"부산광역시 부산진구 연수로 18 (양정동,(지하1층))",388811.599866148,188002.003974532,영업/정상,,부산진구,양정동,양정동 미즈,양정동 미즈 
120,삼한우사골곰탕,탕류(보신용),051-8613428,부산광역시 부산진구 양정동 369-22,부산광역시 부산진구 동평로420번길 5 (양정동),388543.713206158,187920.345149188,영업/정상,https://pcmap.place.naver.com/restaurant/1377888452/review/visitor#,부산진구,양정동,양정동 삼한우사골곰탕,양정동 삼한우사골곰탕 051-8613428
121,대박생생오리,한식,051-8174600,부산광역시 부산진구 부전동 265-2,부산광역시 부산진구 새싹로8번길 37 (부전동),387608.706873208,186470.336906513,영업/정상,,부산진구,부전동,부전동 대박생생오리,부전동 대박생생오리 051-8174600
122,진영곱창,한식,051-6428333,부산광역시 부산진구 범천동 847-29,부산광역시 부산진구 골드테마길 61 (범천동),387652.432071162,184752.658279438,영업/정상,https://pcmap.place.naver.com/restaurant/16777160/review/visitor#,부산진구,범천동,범천동 진영곱창,범천동 진영곱창 051-6428333
123,안정들깨삼계탕,한식,051-8949868,부산광역시 부산진구 개금동 629-1번지,부산광역시 부산진구 진사로61번길 29 (개금동),383936.541812435,184898.870216422,영업/정상,https://pcmap.place.naver.com/restaurant/1977617099/review/visitor#,부산진구,개금동,개금동 안정들깨삼계탕,개금동 안정들깨삼계탕 051-8949868
124,도조도모,일식,,부산광역시 부산진구 부전동 168-155 지상1층,"부산광역시 부산진구 서전로10번길 31-14, 지상1층 (부전동)",387660.389876615,186042.153731845,영업/정상,https://pcmap.place.naver.com/restaurant/1904026138/review/visitor#,부산진구,부전동,부전동 도조도모,부전동 도조도모 
125,기장산곰장어,한식,051-8028039,부산광역시 부산진구 부전동 346-39번지,부산광역시 부산진구 부전로 169 (부전동),387564.040089999,186820.439571175,영업/정상,,부산진구,부전동,부전동 기장산곰장어,부전동 기장산곰장어 051-8028039
126,용문반점,중국식,,부산광역시 부산진구 연지동 231-16번지,부산광역시 부산진구 연지로 35-1 (연지동),387001.78592503,187802.131864331,영업/정상,,부산진구,연지동,연지동 용문반점,연지동 용문반점 
127,중국관,중국식,,부산광역시 부산진구 개금동 277-7번지,부산광역시 부산진구 백양대로 253 (개금동),384306.540123564,185953.050871462,영업/정상,,부산진구,개금동,개금동 중국관,개금동 중국관 
128,국민,횟집,051-891-1353,부산광역시 부산진구 개금동 208-43 외19,부산광역시 부산진구 백양대로 265 (개금동),384219.031360307,185872.378891957,영업/정상,,부산진구,개금동,개금동 국민,개금동 국민 051-891-1353
129,회국수할매집,한식,051-817-9260,부산광역시 부산진구 부전동 486-1,부산광역시 부산진구 서면문화로 5 (부전동),387410.691268352,186276.867082262,영업/정상,https://pcmap.place.naver.com/restaurant/31150359/review/visitor#,부산진구,부전동,부전동 회국수할매집,부전동 회국수할매집 051-817-9260
130,장우동,한식,051-8975477,부산광역시 부산진구 당감동 730-64,부산광역시 부산진구 당감로 53-2 (당감동),385680.059960656,187164.821595635,영업/정상,https://pcmap.place.naver.com/restaurant/1764196150/review/visitor#,부산진구,당감동,당감동 장우동,당감동 장우동 051-8975477
131,대명반점,중국식,051-8096722,부산광역시 부산진구 부전동 266-9,부산광역시 부산진구 중앙대로755번길 5 (부전동),387659.505711894,186470.676679198,영업/정상,https://pcmap.place.naver.com/restaurant/37943551/review/visitor#,부산진구,부전동,부전동 대명반점,부전동 대명반점 051-8096722
132,나온다식당,한식,051-8963675,부산광역시 부산진구 당감동 279-1번지,부산광역시 부산진구 당감로25번길 8 (당감동),385721.700092875,186902.383744345,영업/정상,,부산진구,당감동,당감동 나온다식당,당감동 나온다식당 051-8963675
133,부자부자횟집,횟집,051-8192893,부산광역시 부산진구 당감동 984번지,"부산광역시 부산진구 가야대로703번길 6, 1층 (당감동)",386599.076468986,186168.038794384,영업/정상,https://pcmap.place.naver.com/restaurant/16426527/review/visitor#,부산진구,당감동,당감동 부자부자횟집,당감동 부자부자횟집 051-8192893
134,해물왕거제도굴구이,한식,051-8068898,부산광역시 부산진구 부전동 519-24번지,"부산광역시 부산진구 가야대로784번길 56-14, 지상1층 (부전동)",387319.912919459,185921.5472897,영업/정상,,부산진구,부전동,부전동 해물왕거제도굴구이,부전동 해물왕거제도굴구이 051-8068898
135,팔각도 부산서면롯데점,한식,051-8066369,부산광역시 부산진구 부전동 517-22,부산광역시 부산진구 가야대로784번길 45 (부전동),387401.48245793,185961.471243693,영업/정상,,부산진구,부전동,부전동 팔각도 부산서면롯데점,부전동 팔각도 부산서면롯데점 051-8066369
136,울산식당,한식,051-809-5492,부산광역시 부산진구 전포동 588-6번지,"부산광역시 부산진구 동성로 130, 1층 (전포동)",388070.313685213,186596.285101665,영업/정상,,부산진구,전포동,전포동 울산식당,전포동 울산식당 051-809-5492
137,시장분식센타,분식,,부산광역시 부산진구 부전동 256-6번지,부산광역시 부산진구 서면로 56 (부전동),387468.48013598,185990.346086723,영업/정상,,부산진구,부전동,부전동 시장분식센타,부전동 시장분식센타 
138,선미식당,호프/통닭,051-8179827,부산광역시 부산진구 부암동 393-5번지,부산광역시 부산진구 백양순환로164번가길 8 (부암동),385842.731546839,187230.209017816,영업/정상,,부산진구,부암동,부암동 선미식당,부암동 선미식당 051-8179827
139,현대포차,기타,051-638-9292,부산광역시 부산진구 범천동 885-16,"부산광역시 부산진구 범일로153번길 15, 1층 (범천동)",387516.307765017,184656.852272345,영업/정상,https://pcmap.place.naver.com/restaurant/1577524581/review/visitor#,부산진구,범천동,범천동 현대포차,범천동 현대포차 051-638-9292
140,이치방(전포점),호프/통닭,051-8191344,부산광역시 부산진구 전포동 631-2번지,부산광역시 부산진구 동천로132번길 23-1 (전포동),387970.792531768,186572.179873858,영업/정상,https://pcmap.place.naver.com/restaurant/298832509/review/visitor#,부산진구,전포동,전포동 이치방(전포점),전포동 이치방(전포점) 051-8191344
141,산정,기타,,부산광역시 부산진구 부전동 520-9번지 지상1층,"부산광역시 부산진구 가야대로784번길 64, 지상1층 (부전동)",387360.876626953,185881.969747609,영업/정상,https://pcmap.place.naver.com/restaurant/1397726817/review/visitor#,부산진구,부전동,부전동 산정,부전동 산정 
142,선산반점,중국식,,부산광역시 부산진구 개금동 201-58 번지,"부산광역시 부산진구 가야대로 471-7 (개금동,번지)",384317.079029857,185712.212798448,영업/정상,https://pcmap.place.naver.com/restaurant/1378291307/review/visitor#,부산진구,개금동,개금동 선산반점,개금동 선산반점 
143,단골식당,한식,,부산광역시 부산진구 범천동 865-0번지,,387439.427588947,185345.209698019,영업/정상,https://pcmap.place.naver.com/restaurant/1841653165/review/visitor#,부산진구,범천동,범천동 단골식당,범천동 단골식당 
144,현대식당,한식,,부산광역시 부산진구 개금동 171-153번지,부산광역시 부산진구 복지로13번길 68 (개금동),384372.996012461,185517.221302729,영업/정상,,부산진구,개금동,개금동 현대식당,개금동 현대식당 
145,명가숯불갈비,한식,051-8984008,부산광역시 부산진구 개금동 25-4번지 (1층),"부산광역시 부산진구 개금본동로22번길 6, 1층 (개금동)",384402.310997297,186356.83407176,영업/정상,,부산진구,개금동,개금동 명가숯불갈비,개금동 명가숯불갈비 051-8984008
146,역전할머니맥주,호프/통닭,,부산광역시 부산진구 부전동 240-4번지,부산광역시 부산진구 서면로 36 (부전동),387464.484122547,185789.884543961,영업/정상,,부산진구,부전동,부전동 역전할머니맥주,부전동 역전할머니맥주 
147,가치,분식,051-868-2639,부산광역시 부산진구 양정동 394-12,부산광역시 부산진구 중앙대로909번길 9 (양정동),388462.788825134,187781.10321542,영업/정상,,부산진구,양정동,양정동 가치,양정동 가치 051-868-2639
148,(주)해인코리아 무봤나 촌닭 태화점,한식,051-8046108,부산광역시 부산진구 부전동 217-2번지,부산광역시 부산진구 중앙대로692번길 34 (부전동),387741.742557855,185850.095122852,영업/정상,,부산진구,부전동,부전동 (주)해인코리아 무봤나 촌닭 태화점,부전동 (주)해인코리아 무봤나 촌닭 태화점 051-8046108
149,생일반점,중국식,051-8071183,부산광역시 부산진구 전포동 229-13번지,부산광역시 부산진구 서전로68번길 51 (전포동),388304.838613275,185995.952128519,영업/정상,https://pcmap.place.naver.com/restaurant/16764660/review/visitor#,부산진구,전포동,전포동 생일반점,전포동 생일반점 051-8071183
150,한일반점,중국식,051-8912800,부산광역시 부산진구 가야동 645-14번지,부산광역시 부산진구 냉정로252번길 5 (가야동),384666.94987191,185362.521653393,영업/정상,,부산진구,가야동,가야동 한일반점,가야동 한일반점 051-8912800
151,고미고미,식육(숯불구이),051-808-0892,부산광역시 부산진구 부전동 168-147,부산광역시 부산진구 서전로10번길 31-10 (부전동),387654.896808763,186051.885355182,영업/정상,,부산진구,부전동,부전동 고미고미,부전동 고미고미 051-808-0892
152,3번가(3rdstreet),경양식,051-909-2770,부산광역시 부산진구 양정동 370-24,부산광역시 부산진구 동평로420번길 6 (양정동),388529.477018269,187935.091789948,영업/정상,https://pcmap.place.naver.com/restaurant/1598130404/review/visitor#,부산진구,양정동,양정동 3번가(3rdstreet),양정동 3번가(3rdstreet) 051-909-2770
153,도림,중국식,051-8101000,"부산광역시 부산진구 부전동 503-15 지상41층, 부산롯데호텔","부산광역시 부산진구 가야대로 772, 지상41층 (부전동, 부산롯데호텔)",387271.299492377,186099.137533193,영업/정상,https://pcmap.place.naver.com/restaurant/33875335/review/visitor#,부산진구,부전동,부전동 도림,부전동 도림 051-8101000
154,진주복국집,한식,,부산광역시 부산진구 부전동 168-117번지,부산광역시 부산진구 서전로10번길 31-11 (부전동),387673.783634511,186051.328298281,영업/정상,,부산진구,부전동,부전동 진주복국집,부전동 진주복국집 
155,POOL CAFE&BAR(풀카페&바),경양식,051-8101000,부산광역시 부산진구 부전동 503-15 부산롯데호텔,"부산광역시 부산진구 가야대로 772, 부산롯데호텔 7,8층 (부전동)",387271.299492377,186099.137533193,영업/정상,https://pcmap.place.naver.com/restaurant/1368542485/review/visitor#,부산진구,부전동,부전동 POOL CAFE&BAR(풀카페&바),부전동 POOL CAFE&BAR(풀카페&바) 051-8101000
156,모모야마무궁화,일식,051-8106360,부산광역시 부산진구 부전동 503-15 지상41층 부산롯데호텔,"부산광역시 부산진구 가야대로 772, 지상41층 (부전동, 부산롯데호텔)",387271.299492377,186099.137533193,영업/정상,,부산진구,부전동,부전동 모모야마무궁화,부전동 모모야마무궁화 051-8106360
157,지코바치킨,호프/통닭,051-8071306,부산광역시 부산진구 부암동 414-7번지,부산광역시 부산진구 백양순환로 126 (부암동),385816.835544991,187501.842892095,영업/정상,,부산진구,부암동,부암동 지코바치킨,부암동 지코바치킨 051-8071306
158,청진동감자탕,한식,051-8082112,부산광역시 부산진구 부전동 520-23,부산광역시 부산진구 중앙대로691번길 42 (부전동),387349.894110581,185872.536138586,영업/정상,,부산진구,부전동,부전동 청진동감자탕,부전동 청진동감자탕 051-8082112
159,바다장어구이,한식,051-817-6641,부산광역시 부산진구 초읍동 645-18번지,부산광역시 부산진구 초읍천로 111 (초읍동),386347.645313191,188884.565122763,영업/정상,,부산진구,초읍동,초읍동 바다장어구이,초읍동 바다장어구이 051-817-6641
160,청진동아구찜,한식,051-807-5292,부산광역시 부산진구 부전동 403-19번지,부산광역시 부산진구 서면문화로 38-1 (부전동),387251.041025383,186526.369921677,영업/정상,,부산진구,부전동,부전동 청진동아구찜,부전동 청진동아구찜 051-807-5292
161,신암회센타,횟집,051-8935382,부산광역시 부산진구 범천동 1255-8번지,부산광역시 부산진구 신암로 76 (범천동),387116.263328065,185181.589555803,영업/정상,https://pcmap.place.naver.com/restaurant/16779731/review/visitor#,부산진구,범천동,범천동 신암회센타,범천동 신암회센타 051-8935382
162,우열반점,중국식,,부산광역시 부산진구 전포동 148-3 목화장여관,"부산광역시 부산진구 전포대로306번길 46, 지상1층 (전포동)",388247.338202996,187193.292016246,영업/정상,https://pcmap.place.naver.com/restaurant/16459700/review/visitor#,부산진구,전포동,전포동 우열반점,전포동 우열반점 
163,당감점굽네치킨,통닭(치킨),051-8973007,부산광역시 부산진구 당감동 768-16번지,부산광역시 부산진구 당감서로 118-1 (당감동),385217.483440124,187455.816482927,영업/정상,,부산진구,당감동,당감동 당감점굽네치킨,당감동 당감점굽네치킨 051-8973007
164,중국관,중국식,,부산광역시 부산진구 초읍동 529-70번지,부산광역시 부산진구 성지로74번길 74 (초읍동),387314.709638535,188601.829740477,영업/정상,,부산진구,초읍동,초읍동 중국관,초읍동 중국관 
165,소미돈까스,분식,051-8091401,부산광역시 부산진구 연지동 70-21,부산광역시 부산진구 성지로 24 (연지동),387156.40307567,187890.913244921,영업/정상,https://pcmap.place.naver.com/restaurant/21491341/review/visitor#,부산진구,연지동,연지동 소미돈까스,연지동 소미돈까스 051-8091401
166,불로만바베큐,한식,,부산광역시 부산진구 개금동 554-107번지 지상1층,"부산광역시 부산진구 가야대로482번길 60 (개금동, 지상1층)",384413.458654515,185346.987110356,영업/정상,,부산진구,개금동,개금동 불로만바베큐,개금동 불로만바베큐 
167,더펄,한식,051-647-5467,부산광역시 부산진구 범천동 853-1번지,부산광역시 부산진구 황령대로 24 (범천동),387857.937907203,185118.293933554,영업/정상,https://pcmap.place.naver.com/restaurant/1813742303/review/visitor#,부산진구,범천동,범천동 더펄,범천동 더펄 051-647-5467
168,중앙돼지국밥,한식,051-635-9502,"부산광역시 부산진구 범천동 845-6번지 ,78","부산광역시 부산진구 범일로154번길 28 (범천동,,78)",387749.616712958,184666.41268782,영업/정상,https://pcmap.place.naver.com/restaurant/37202895/review/visitor#,부산진구,범천동,범천동 중앙돼지국밥,범천동 중앙돼지국밥 051-635-9502
169,감포숯불장어구이,한식,,부산광역시 부산진구 개금동 540-99,부산광역시 부산진구 복지로 51 (개금동),384088.860896432,185134.283680357,영업/정상,https://pcmap.place.naver.com/restaurant/16479190/review/visitor#,부산진구,개금동,개금동 감포숯불장어구이,개금동 감포숯불장어구이 
170,송원식당,한식,051-8075522,부산광역시 부산진구 부전동 93-8번지,부산광역시 부산진구 서전로9번길 57 (부전동),387791.471966412,186498.844592269,영업/정상,,부산진구,부전동,부전동 송원식당,부전동 송원식당 051-8075522
171,대원식당,한식,,부산광역시 부산진구 범천동 851-5번지,부산광역시 부산진구 범일로192번길 54 (범천동),387856.808854691,184914.352507156,영업/정상,https://pcmap.place.naver.com/restaurant/16488473/review/visitor#,부산진구,범천동,범천동 대원식당,범천동 대원식당 
172,동남여객구내식당,한식,051-8938679,부산광역시 부산진구 개금동 783,부산광역시 부산진구 진사로 78-11 (개금동),383639.366283349,184648.238332188,영업/정상,,부산진구,개금동,개금동 동남여객구내식당,개금동 동남여객구내식당 051-8938679
173,샤브테이,한식,,부산광역시 부산진구 부전동 172-1,"부산광역시 부산진구 중앙대로692번길 45-7, 지상2층 (부전동)",387783.110280974,185907.206429187,영업/정상,https://pcmap.place.naver.com/restaurant/1869028975/review/visitor#,부산진구,부전동,부전동 샤브테이,부전동 샤브테이 
174,미누식당,기타,051-802-2765,부산광역시 부산진구 부전동 168-168번지,"부산광역시 부산진구 중앙대로702번길 27-7, 지상1층 (부전동)",387683.467239377,186000.599150772,영업/정상,https://pcmap.place.naver.com/restaurant/71691204/review/visitor#,부산진구,부전동,부전동 미누식당,부전동 미누식당 051-802-2765
175,구이경지의대화숯불가든,한식,051-8190092,부산광역시 부산진구 부전동 398-17번지,부산광역시 부산진구 서면문화로 22-11 (부전동),387344.000276563,186428.929548014,영업/정상,,부산진구,부전동,부전동 구이경지의대화숯불가든,부전동 구이경지의대화숯불가든 051-8190092
176,정원,중국식,,부산광역시 부산진구 전포동 205-3번지,부산광역시 부산진구 서전로 74-1 (전포동),388346.173209596,186234.62853769,영업/정상,,부산진구,전포동,전포동 정원,전포동 정원 
177,보리수,기타,,부산광역시 부산진구 당감동 319-4번지,부산광역시 부산진구 당감로64번길 16 (당감동),385756.274345334,187286.000057799,영업/정상,https://pcmap.place.naver.com/restaurant/1027886454/review/visitor#,부산진구,당감동,당감동 보리수,당감동 보리수 
178,부전삼계탕,한식,051-8197979,부산광역시 부산진구 부전동 267-19,부산광역시 부산진구 중앙대로755번길 10 (부전동),387666.12706233,186499.349069279,영업/정상,,부산진구,부전동,부전동 부전삼계탕,부전동 부전삼계탕 051-8197979
179,가야반점,중국식,,부산광역시 부산진구 가야동 343-15,부산광역시 부산진구 대학로36번길 5 (가야동),385427.985738139,185591.680581018,영업/정상,,부산진구,가야동,가야동 가야반점,가야동 가야반점 
180,다온,중국식,,부산광역시 부산진구 당감동 302-11번지 (1층),"부산광역시 부산진구 동평로 101 (당감동,(1층))",385847.568438111,187098.912831672,영업/정상,,부산진구,당감동,당감동 다온,당감동 다온 
181,시골장터우정의집,한식,051-896-0408,부산광역시 부산진구 당감동 302-11번지,부산광역시 부산진구 동평로 101 (당감동),385847.568438111,187098.912831672,영업/정상,https://pcmap.place.naver.com/restaurant/34033595/review/visitor#,부산진구,당감동,당감동 시골장터우정의집,당감동 시골장터우정의집 051-896-0408
182,동해식당,한식,051-8192718,부산광역시 부산진구 전포동 340-15번지,부산광역시 부산진구 서전로58번길 79 (전포동),388211.258015834,185847.379478977,영업/정상,,부산진구,전포동,전포동 동해식당,전포동 동해식당 051-8192718
183,우리두리호프,한식,051-6462742,부산광역시 부산진구 범천동 845-70번지,"부산광역시 부산진구 중앙번영로20번길 42, 2층 (범천동)",387772.138423895,184585.541086337,영업/정상,,부산진구,범천동,범천동 우리두리호프,범천동 우리두리호프 051-6462742
184,동근이숯불두마리치킨 당감점,호프/통닭,051-8952282,부산광역시 부산진구 당감동 792-12,부산광역시 부산진구 백양관문로 84 (당감동),384771.350501072,187151.786979683,영업/정상,,부산진구,당감동,당감동 동근이숯불두마리치킨 당감점,당감동 동근이숯불두마리치킨 당감점 051-8952282
185,본죽양정점,기타,051-8688860,부산광역시 부산진구 양정동 508-2번지,부산광역시 부산진구 동평로 367 (양정동),388094.050753781,188155.482760419,영업/정상,https://pcmap.place.naver.com/restaurant/13029596/review/visitor#,부산진구,양정동,양정동 본죽양정점,양정동 본죽양정점 051-8688860
186,기와집아구찜,한식,051-6457489,부산광역시 부산진구 범천동 1302-363번지,부산광역시 부산진구 만리산로 3 (범천동),387163.051347776,184493.71804744,영업/정상,https://pcmap.place.naver.com/restaurant/1588102136/review/visitor#,부산진구,범천동,범천동 기와집아구찜,범천동 기와집아구찜 051-6457489
187,팝콘,경양식,051-8197171,부산광역시 부산진구 초읍동 291-1,부산광역시 부산진구 성지로 159 (초읍동),386421.104258838,188879.397822859,영업/정상,,부산진구,초읍동,초읍동 팝콘,초읍동 팝콘 051-8197171
188,야래향,중국식,051-8921233,부산광역시 부산진구 개금동 628-1번지,부산광역시 부산진구 진사로61번길 29 (개금동),383828.062799657,184898.760523013,영업/정상,https://pcmap.place.naver.com/restaurant/16480467/review/visitor#,부산진구,개금동,개금동 야래향,개금동 야래향 051-8921233
189,남해수산횟집,횟집,051818-9898,부산광역시 부산진구 부전동 475-4,부산광역시 부산진구 서면문화로 11-1 (부전동),387377.885057322,186314.282251138,영업/정상,https://pcmap.place.naver.com/restaurant/16437073/review/visitor#,부산진구,부전동,부전동 남해수산횟집,부전동 남해수산횟집 051818-9898
190,호호감자탕 서면1번가점,한식,,부산광역시 부산진구 부전동 524-1,"부산광역시 부산진구 중앙대로691번길 41, 1층 (부전동)",387348.234193345,185842.175563668,영업/정상,,부산진구,부전동,부전동 호호감자탕 서면1번가점,부전동 호호감자탕 서면1번가점 
191,한식의유혹,한식,,부산광역시 부산진구 전포동 31-6,"부산광역시 부산진구 동성로112번길 77, 지하1층 (전포동)",388306.616708217,186865.517975461,영업/정상,,부산진구,전포동,전포동 한식의유혹,전포동 한식의유혹 
192,슬로우캘리 서면역점,기타,,부산광역시 부산진구 부전동 117-1,"부산광역시 부산진구 서전로9번길 20, 1층 102호 (부전동)",387733.937788925,186337.403456708,영업/정상,,부산진구,부전동,부전동 슬로우캘리 서면역점,부전동 슬로우캘리 서면역점 
193,아메리칸 키친 by121(American Kitchen by121),경양식,,부산광역시 부산진구 부전동 503-15 롯데백화점부산본점,"부산광역시 부산진구 가야대로 772, 롯데백화점부산본점 지하2층 (부전동)",387271.299492377,186099.137533193,영업/정상,https://pcmap.place.naver.com/restaurant/1406906805/review/visitor#,부산진구,부전동,부전동 아메리칸 키친 by121(American Kitchen by121),부전동 아메리칸 키친 by121(American Kitchen by121) 
194,신보영,중국식,,부산광역시 부산진구 당감동 516 주공아파트3단지 나상가동 나상가3호,"부산광역시 부산진구 백양관문로 10, 나상가동 나상가3호 (당감동, 주공아파트3단지)",385131.532073813,186553.007795525,영업/정상,https://pcmap.place.naver.com/restaurant/16470627/review/visitor#,부산진구,당감동,당감동 신보영,당감동 신보영 
195,더블유함바그(Whamburg),경양식,,부산광역시 부산진구 전포동 663-7,"부산광역시 부산진구 서전로37번길 14-1, 1층 9호, 10호 (전포동)",388014.99032019,186309.668968399,영업/정상,https://pcmap.place.naver.com/restaurant/1189165408/review/visitor#,부산진구,전포동,전포동 더블유함바그(Whamburg),전포동 더블유함바그(Whamburg) 
196,요타쿠마,일식,,부산광역시 부산진구 부전동 515-11,"부산광역시 부산진구 중앙대로691번가길 5, 1,2층 (부전동)",387261.956732821,185871.693585718,영업/정상,https://pcmap.place.naver.com/restaurant/1295688555/review/visitor#,부산진구,부전동,부전동 요타쿠마,부전동 요타쿠마 
197,나는맛있다 푸드연구소,한식,,부산광역시 부산진구 부전동 256-5,"부산광역시 부산진구 서면로68번길 20, 1층 (부전동)",387477.675529825,186047.516310664,영업/정상,https://pcmap.place.naver.com/restaurant/1257115084/review/visitor#,부산진구,부전동,부전동 나는맛있다 푸드연구소,부전동 나는맛있다 푸드연구소 
