사업장명,업태구분명,소재지전화,소재지전체주소,도로명전체주소,좌표정보(x),좌표정보(y),영업상태명,naver_map_url,구,동,검색어,검색어2
그린돈까스,경양식,,부산광역시 부산진구 범천동 881-16,"부산광역시 부산진구 중앙대로 582-1, 1층 (범천동)",387499.713616774,184789.932129328,영업/정상,,부산진구,범천동,범천동 그린돈까스,범천동 그린돈까스 
통영뒷고기,식육(숯불구이),,부산광역시 부산진구 초읍동 273-18,"부산광역시 부산진구 초읍천로108번길 93, 1층 (초읍동)",386446.79118493,188403.707326487,영업/정상,,부산진구,초읍동,초읍동 통영뒷고기,초읍동 통영뒷고기 
키친물고기,한식,,부산광역시 부산진구 전포동 882-20,"부산광역시 부산진구 동천로24번길 18-3, 1층 (전포동)",387891.061328972,185571.657417018,영업/정상,,부산진구,전포동,전포동 키친물고기,전포동 키친물고기 
보니따(Bonitta),기타,,부산광역시 부산진구 전포동 355-12 찬은큐브,"부산광역시 부산진구 전포대로186번길 28-1, 찬은큐브 1층 (전포동)",388281.959458648,185708.141291127,영업/정상,,부산진구,전포동,전포동 보니따(Bonitta),전포동 보니따(Bonitta) 
2차,일식,,부산광역시 부산진구 부전동 94-2,"부산광역시 부산진구 서전로9번길 49, 1층 (부전동)",387768.478168881,186463.518580948,영업/정상,,부산진구,부전동,부전동 2차,부전동 2차 
뿔난닭숯불두마리,호프/통닭,,부산광역시 부산진구 부암동 210-4,"부산광역시 부산진구 백양대로34번길 10-18, 1층 (부암동)",386386.401876172,186847.705883921,영업/정상,,부산진구,부암동,부암동 뿔난닭숯불두마리,부암동 뿔난닭숯불두마리 
통돼지김치찌개,한식,,부산광역시 부산진구 초읍동 230-2,"부산광역시 부산진구 초읍천로 105, 1층 (초읍동)",386300.659111948,188860.312231723,영업/정상,,부산진구,초읍동,초읍동 통돼지김치찌개,초읍동 통돼지김치찌개 
아우리버,기타,,부산광역시 부산진구 범천동 845-94,"부산광역시 부산진구 골드테마길 36, 2층 (범천동)",387678.866622508,184629.950952189,영업/정상,,부산진구,범천동,범천동 아우리버,범천동 아우리버 
오빠막창(개금주례점),한식,,부산광역시 부산진구 가야동 산 32-2 해운아파트,"부산광역시 부산진구 엄광로 155, 해운아파트 1층 4호 (가야동)",385053.198566346,185089.896690894,영업/정상,,부산진구,가야동,가야동 오빠막창(개금주례점),가야동 오빠막창(개금주례점) 
얼쓰케이크(EARTHCAKE),기타,,부산광역시 부산진구 전포동 343-4,"부산광역시 부산진구 동성로39번길 11, 3층 (전포동)",388348.296643739,185820.789960917,영업/정상,,부산진구,전포동,전포동 얼쓰케이크(EARTHCAKE),전포동 얼쓰케이크(EARTHCAKE) 
청담불백정식,한식,,부산광역시 부산진구 당감동 502-11,"부산광역시 부산진구 당감서로 11, 1층 (당감동)",385461.488067938,186651.116158852,영업/정상,,부산진구,당감동,당감동 청담불백정식,당감동 청담불백정식 
도미노피자초읍점,기타,,부산광역시 부산진구 연지동 7-4,"부산광역시 부산진구 성지로 58, 1층 (연지동)",387127.267296655,188226.799046296,영업/정상,,부산진구,연지동,연지동 도미노피자초읍점,연지동 도미노피자초읍점 
일로,경양식,,부산광역시 부산진구 전포동 354-28,"부산광역시 부산진구 전포대로186번길 36, 2층 (전포동)",388328.315777308,185712.582518634,영업/정상,,부산진구,전포동,전포동 일로,전포동 일로 
친구집,기타,,부산광역시 부산진구 개금동 360-2,"부산광역시 부산진구 백양대로238번길 9, 1층 (개금동)",384368.605403859,186135.261712405,영업/정상,,부산진구,개금동,개금동 친구집,개금동 친구집 
백양육식장,기타,,부산광역시 부산진구 전포동 309-15,부산광역시 부산진구 전포대로 216-1 (전포동),388158.368720246,186041.677037276,영업/정상,,부산진구,전포동,전포동 백양육식장,전포동 백양육식장 
구씨떡볶이,기타,,부산광역시 부산진구 전포동 361-6,"부산광역시 부산진구 전포대로162번가길 23, 1층 (전포동)",388252.247220097,185592.896143476,영업/정상,,부산진구,전포동,전포동 구씨떡볶이,전포동 구씨떡볶이 
남바완돈카츠가야점,한식,,부산광역시 부산진구 가야동 136-15,"부산광역시 부산진구 가야대로527번길 7, 1층 (가야동)",384863.56712906,185766.725128017,영업/정상,,부산진구,가야동,가야동 남바완돈카츠가야점,가야동 남바완돈카츠가야점 
초대족발집,식육(숯불구이),051-8092727,부산광역시 부산진구 부전동 519-59,"부산광역시 부산진구 중앙대로691번가길 14-5, 2층 (부전동)",387273.236891076,185920.402532404,영업/정상,,부산진구,부전동,부전동 초대족발집,부전동 초대족발집 051-8092727
테이블세터 전포,경양식,,부산광역시 부산진구 전포동 347-38,"부산광역시 부산진구 전포대로186번길 21-1, 1층 (전포동)",388264.184608863,185733.860888079,영업/정상,,부산진구,전포동,전포동 테이블세터 전포,전포동 테이블세터 전포 
또래오래가야개금주례점,호프/통닭,,부산광역시 부산진구 가야동 655,"부산광역시 부산진구 냉정로 235-1, 2층 (가야동)",384518.253922416,185427.404724422,영업/정상,,부산진구,가야동,가야동 또래오래가야개금주례점,가야동 또래오래가야개금주례점 
숯꾸돈,한식,,부산광역시 부산진구 부전동 126-2,"부산광역시 부산진구 서전로9번길 38, 1층 (부전동)",387757.672763191,186407.303442632,영업/정상,,부산진구,부전동,부전동 숯꾸돈,부전동 숯꾸돈 
로울,식육(숯불구이),,부산광역시 부산진구 전포동 347-7,"부산광역시 부산진구 전포대로190번길 26, 3-4층 (전포동)",388278.674731732,185761.523616029,영업/정상,,부산진구,전포동,전포동 로울,전포동 로울 
화가네복국삼계탕,한식,,부산광역시 부산진구 부전동 266-14,"부산광역시 부산진구 새싹로8번길 40, 1층 (부전동)",387636.568399086,186463.351352003,영업/정상,,부산진구,부전동,부전동 화가네복국삼계탕,부전동 화가네복국삼계탕 
행복을주는가게,기타,,부산광역시 부산진구 전포동 903 부산전포사랑으로부영,"부산광역시 부산진구 동성로 82, 3층 301호 (전포동, 부산전포사랑으로부영)",388447.267051314,186285.997333193,영업/정상,,부산진구,전포동,전포동 행복을주는가게,전포동 행복을주는가게 
더블원커피로스터스,기타,,부산광역시 부산진구 양정동 418-281,"부산광역시 부산진구 양지로 34, 1층 (양정동)",388578.9695164,187330.029415724,영업/정상,,부산진구,양정동,양정동 더블원커피로스터스,양정동 더블원커피로스터스 
와우신내떡부산범천점,분식,,부산광역시 부산진구 범천동 857-1 태명빌딩,"부산광역시 부산진구 황령대로7번길 37, 태명빌딩 1층 (범천동)",387634.581003657,185284.569598069,영업/정상,,부산진구,범천동,범천동 와우신내떡부산범천점,범천동 와우신내떡부산범천점 
사랑방,한식,,부산광역시 부산진구 부암동 538-14 협성프라자,"부산광역시 부산진구 당감로 104, 협성프라자 1층 (부암동)",385620.26098377,187648.451273509,영업/정상,,부산진구,부암동,부암동 사랑방,부암동 사랑방 
브라더 양꼬치,횟집,,부산광역시 부산진구 양정동 362-19,"부산광역시 부산진구 양지로11번길 13, 1층 (양정동)",388530.404456795,187590.649032156,영업/정상,,부산진구,양정동,양정동 브라더 양꼬치,양정동 브라더 양꼬치 
우츠와,한식,,부산광역시 부산진구 전포동 313-63,"부산광역시 부산진구 동성로49번길 26, 1층 (전포동)",388277.934899712,185941.304148416,영업/정상,,부산진구,전포동,전포동 우츠와,전포동 우츠와 
쉐프&쉐프,일식,,부산광역시 부산진구 부암동 507-5,"부산광역시 부산진구 당감서로94번길 28, 1층 (부암동)",385356.870987334,187484.445954774,영업/정상,,부산진구,부암동,부암동 쉐프&쉐프,부암동 쉐프&쉐프 
엘토스트&커피,분식,,부산광역시 부산진구 초읍동 218-6 초읍그린빌,"부산광역시 부산진구 성지로43번길 76, 1층 103일부호 (초읍동, 초읍그린빌)",386989.572543241,188426.848278473,영업/정상,,부산진구,초읍동,초읍동 엘토스트&커피,초읍동 엘토스트&커피 
라이 다운 커피 로스터스(Lie down coffee Roasters),한식,,부산광역시 부산진구 전포동 357-64,"부산광역시 부산진구 동성로 21, 1층 (전포동)",388396.42628128,185642.973678908,영업/정상,,부산진구,전포동,전포동 라이 다운 커피 로스터스(Lie down coffee Roasters),전포동 라이 다운 커피 로스터스(Lie down coffee Roasters) 
타코파파,분식,,부산광역시 부산진구 부전동 205-2 CGV대한,"부산광역시 부산진구 중앙대로692번길 16, CGV대한 1층 (부전동)",387658.352632351,185836.342585537,영업/정상,,부산진구,부전동,부전동 타코파파,부전동 타코파파 
(주)커피빈코리아 부산서면점,기타,051-802-4282,부산광역시 부산진구 부전동 256-4,"부산광역시 부산진구 서면로 62-1, 에이스메디컬타워 1층 (부전동)",387459.065311297,186064.458835662,영업/정상,,부산진구,부전동,부전동 (주)커피빈코리아 부산서면점,부전동 (주)커피빈코리아 부산서면점 051-802-4282
쪽대장,한식,,부산광역시 부산진구 연지동 373-4,"부산광역시 부산진구 동평로183번길 66-1, 1층 (연지동)",386612.127919653,187548.431733482,영업/정상,,부산진구,연지동,연지동 쪽대장,연지동 쪽대장 
건강밥상,한식,051-852-3669,부산광역시 부산진구 양정동 71-14,"부산광역시 부산진구 진남로 549, 2층 (양정동)",388892.180187476,187830.07763777,영업/정상,,부산진구,양정동,양정동 건강밥상,양정동 건강밥상 051-852-3669
소우곰탕,한식,,부산광역시 부산진구 당감동 366-20,"부산광역시 부산진구 동평로39번길 2-11, 1층 (당감동)",385258.713496523,187001.335966867,영업/정상,,부산진구,당감동,당감동 소우곰탕,당감동 소우곰탕 
키쉬미뇽 서면점,기타,,부산광역시 부산진구 부전동 170-31,"부산광역시 부산진구 중앙대로692번길 49, 1층 (부전동)",387815.652573538,185885.721009786,영업/정상,,부산진구,부전동,부전동 키쉬미뇽 서면점,부전동 키쉬미뇽 서면점 
원푸드,한식,,부산광역시 부산진구 양정동 364-17,"부산광역시 부산진구 양지로14번길 14, 2층 (양정동)",388453.073471956,187479.770619145,영업/정상,,부산진구,양정동,양정동 원푸드,양정동 원푸드 
꼬들집,한식,,부산광역시 부산진구 개금동 177-277,"부산광역시 부산진구 복지로13번길 35, 1층 (개금동)",384207.560147723,185530.21446484,영업/정상,,부산진구,개금동,개금동 꼬들집,개금동 꼬들집 
장춘족발,한식,,부산광역시 부산진구 범천동 841-55,"부산광역시 부산진구 중앙번영로20번길 31, 1층 (범천동)",387801.327582183,184640.738491888,영업/정상,,부산진구,범천동,범천동 장춘족발,범천동 장춘족발 
the바삭,분식,,부산광역시 부산진구 부전동 406-42,"부산광역시 부산진구 새싹로29번길 34, 1층 (부전동)",387179.307213449,186484.897192684,영업/정상,,부산진구,부전동,부전동 the바삭,부전동 the바삭 
덤보커피앤바,기타,051-808-6205,부산광역시 부산진구 부전동 220-3,"부산광역시 부산진구 중앙대로680번가길 12-14, 1,2층 (부전동)",387776.178266275,185803.188780513,영업/정상,,부산진구,부전동,부전동 덤보커피앤바,부전동 덤보커피앤바 051-808-6205
평화김해뒷고기,식육(숯불구이),,부산광역시 부산진구 가야동 485-5,"부산광역시 부산진구 가야공원로 64, 1층 (가야동)",384911.677788207,185059.071044492,영업/정상,,부산진구,가야동,가야동 평화김해뒷고기,가야동 평화김해뒷고기 
박향숙 레드참치,한식,,부산광역시 부산진구 범천동 839-30,"부산광역시 부산진구 자유평화로 21-10, 1층 102호 (범천동)",387888.098037854,184474.987686036,영업/정상,,부산진구,범천동,범천동 박향숙 레드참치,범천동 박향숙 레드참치 
라이커밀(like a meal),기타,,부산광역시 부산진구 전포동 359-6,"부산광역시 부산진구 전포대로176번길 36, 1층 (전포동)",388332.794705123,185621.186962165,영업/정상,,부산진구,전포동,전포동 라이커밀(like a meal),전포동 라이커밀(like a meal) 
씨몬,기타,,부산광역시 부산진구 전포동 359-64,"부산광역시 부산진구 동성로 17, 1층 (전포동)",388398.160714156,185607.897990552,영업/정상,,부산진구,전포동,전포동 씨몬,전포동 씨몬 
누아(NOIX),기타,,부산광역시 부산진구 연지동 175-6 연지보해이브더파크,"부산광역시 부산진구 동평로225번길 14, 1층 103호 (연지동, 연지보해이브더파크)",386804.374173555,187570.348372923,영업/정상,,부산진구,연지동,연지동 누아(NOIX),연지동 누아(NOIX) 
매드피자 서면점,경양식,051-816-9909,부산광역시 부산진구 부전동 466-15,"부산광역시 부산진구 부전로 89, 1층 (부전동)",387136.793044667,186263.633261374,영업/정상,,부산진구,부전동,부전동 매드피자 서면점,부전동 매드피자 서면점 051-816-9909
드므 부산,경양식,,부산광역시 부산진구 전포동 229-8,"부산광역시 부산진구 전포대로210번길 37, 1층 (전포동)",388329.076094752,185994.256665153,영업/정상,,부산진구,전포동,전포동 드므 부산,전포동 드므 부산 
육회실장,한식,,부산광역시 부산진구 범천동 857-1 태명빌딩,"부산광역시 부산진구 황령대로7번길 37, 태명빌딩 1층 (범천동)",387634.581003657,185284.569598069,영업/정상,,부산진구,범천동,범천동 육회실장,범천동 육회실장 
부전식당,한식,,부산광역시 부산진구 부전동 602,"부산광역시 부산진구 신천대로126번길 23-19, 1층 (부전동)",386937.388877906,185883.628386351,영업/정상,,부산진구,부전동,부전동 부전식당,부전동 부전식당 
샤이어호텔,기타,,부산광역시 부산진구 부전동 522-40,"부산광역시 부산진구 부전로 18-5, 2층 (부전동)",387381.207597605,185611.920823082,영업/정상,,부산진구,부전동,부전동 샤이어호텔,부전동 샤이어호텔 
덜렁포차,기타,,부산광역시 부산진구 개금동 549-5,"부산광역시 부산진구 냉정로 229, 2층 (개금동)",384448.212511241,185431.414552696,영업/정상,,부산진구,개금동,개금동 덜렁포차,개금동 덜렁포차 
돈희극,한식,,부산광역시 부산진구 전포동 666-5 KTS빌딩,"부산광역시 부산진구 동천로108번길 32, KTS빌딩 1층 (전포동)",388009.552083772,186282.722218954,영업/정상,,부산진구,전포동,전포동 돈희극,전포동 돈희극 
부영밥상,한식,,부산광역시 부산진구 가야동 158-3,"부산광역시 부산진구 가야공원로 14, 2층 (가야동)",384868.568335008,185561.674545679,영업/정상,,부산진구,가야동,가야동 부영밥상,가야동 부영밥상 
노뎅,기타,,부산광역시 부산진구 전포동 356-16,"부산광역시 부산진구 전포대로176번길 27, 1층 (전포동)",388292.550985041,185639.63604422,영업/정상,,부산진구,전포동,전포동 노뎅,전포동 노뎅 
소향식당,한식,,부산광역시 부산진구 가야동 598-7,"부산광역시 부산진구 가야공원로38번길 14-14, 1층 58368-2호 (가야동)",384852.238558688,185372.214555731,영업/정상,,부산진구,가야동,가야동 소향식당,가야동 소향식당 
굽네치킨 부산전포점,한식,051-924-7070,부산광역시 부산진구 전포동 874-10,"부산광역시 부산진구 중앙대로 802, 1층 104호 (전포동)",387987.446359197,186833.12754413,영업/정상,,부산진구,전포동,전포동 굽네치킨 부산전포점,전포동 굽네치킨 부산전포점 051-924-7070
멍프탑,기타,,부산광역시 부산진구 전포동 345-5,"부산광역시 부산진구 전포대로 190, 5층 (전포동)",388176.520726944,185797.515055001,영업/정상,,부산진구,전포동,전포동 멍프탑,전포동 멍프탑 
옹기닥,호프/통닭,,부산광역시 부산진구 개금동 177-27,"부산광역시 부산진구 복지로13번길 61, 1층 (개금동)",384343.652104081,185535.741825585,영업/정상,,부산진구,개금동,개금동 옹기닥,개금동 옹기닥 
마인드,기타,,부산광역시 부산진구 가야동 416-11 스마트원룸,"부산광역시 부산진구 대학로 82, 102호 (가야동, 스마트원룸)",385327.127875738,185159.399917043,영업/정상,,부산진구,가야동,가야동 마인드,가야동 마인드 
샤따(SHATTA),기타,,부산광역시 부산진구 전포동 229-9,"부산광역시 부산진구 전포대로210번길 35, 2층 (전포동)",388320.485154712,185996.084007449,영업/정상,,부산진구,전포동,전포동 샤따(SHATTA),전포동 샤따(SHATTA) 
바302호,기타,,부산광역시 부산진구 전포동 334-46,"부산광역시 부산진구 서전로68번길 55, 2층 (전포동)",388302.676640699,185973.556151933,영업/정상,,부산진구,전포동,전포동 바302호,전포동 바302호 
달인추어탕,한식,,부산광역시 부산진구 범천동 845-94,"부산광역시 부산진구 골드테마길 36, 1층 중간호 (범천동)",387678.866622508,184629.950952189,영업/정상,,부산진구,범천동,범천동 달인추어탕,범천동 달인추어탕 
남도본가,한식,,부산광역시 부산진구 부전동 242-10,"부산광역시 부산진구 서면로68번길 48, 1층 (부전동)",387474.743945353,185907.88145525,영업/정상,,부산진구,부전동,부전동 남도본가,부전동 남도본가 
에이치알푸드,한식,,부산광역시 부산진구 초읍동 273-13,"부산광역시 부산진구 초읍천로108번길 73, 1층 (초읍동)",386421.180042647,188500.882237415,영업/정상,,부산진구,초읍동,초읍동 에이치알푸드,초읍동 에이치알푸드 
옐로우피자서면점,기타,,부산광역시 부산진구 부전동 405-35,"부산광역시 부산진구 부전로 121, 1층 (부전동)",387151.860546849,186569.612916531,영업/정상,,부산진구,부전동,부전동 옐로우피자서면점,부전동 옐로우피자서면점 
다드림,한식,,부산광역시 부산진구 양정동 109-7 양정센텀,"부산광역시 부산진구 연수로 57, 1층 103호 (양정동, 양정센텀)",389150.837308319,188230.79464495,영업/정상,,부산진구,양정동,양정동 다드림,양정동 다드림 
반한푸드,한식,,부산광역시 부산진구 범천동 885-4,"부산광역시 부산진구 범일로153번길 13, 1층 (범천동)",387527.177071976,184657.344469291,영업/정상,,부산진구,범천동,범천동 반한푸드,범천동 반한푸드 
블라블라,기타,,부산광역시 부산진구 초읍동 215-17,"부산광역시 부산진구 성지로 78, 1층 (초읍동)",387057.613242186,188417.994098299,영업/정상,,부산진구,초읍동,초읍동 블라블라,초읍동 블라블라 
유한회사 에스아이컴퍼니 가야공원점,분식,,부산광역시 부산진구 가야동 487-1,"부산광역시 부산진구 엄광로 131, 1층 (가야동)",384860.351043075,185059.206431025,영업/정상,,부산진구,가야동,가야동 유한회사 에스아이컴퍼니 가야공원점,가야동 유한회사 에스아이컴퍼니 가야공원점 
킹프레소 가야점,한식,,부산광역시 부산진구 가야동 454-65,"부산광역시 부산진구 가야대로552번길 119, 1층 (가야동)",385283.801504775,185176.921941698,영업/정상,,부산진구,가야동,가야동 킹프레소 가야점,가야동 킹프레소 가야점 
(주)콘티넨탈,기타,,부산광역시 부산진구 부전동 504-4 THERAUM,"부산광역시 부산진구 가야대로756번길 13, THERAUM 1층 101-2호 (부전동)",387113.680318532,186132.042020975,영업/정상,,부산진구,부전동,부전동 (주)콘티넨탈,부전동 (주)콘티넨탈 
추어곳간,한식,051-816-3279,부산광역시 부산진구 부암동 413-8,"부산광역시 부산진구 백양순환로 125, 1층 (부암동)",385846.601634717,187493.697329779,영업/정상,,부산진구,부암동,부암동 추어곳간,부암동 추어곳간 051-816-3279
야키토리 온정,일식,,부산광역시 부산진구 전포동 660-16,"부산광역시 부산진구 동천로108번길 9-7, 1층 (전포동)",387883.322946426,186338.088892952,영업/정상,,부산진구,전포동,전포동 야키토리 온정,전포동 야키토리 온정 
호맥 범천점,한식,051-808-6714,부산광역시 부산진구 범천동 1054 서면 이-편한세상,"부산광역시 부산진구 가야대로 702, 101동 1층 상가102호 (범천동, 서면 이-편한세상)",386645.954061709,186034.738851406,영업/정상,,부산진구,범천동,범천동 호맥 범천점,범천동 호맥 범천점 051-808-6714
해쉬,경양식,,부산광역시 부산진구 전포동 692-1 한일빌딩,"부산광역시 부산진구 전포대로199번길 43, 한일빌딩 1층 (전포동)",387900.315522819,185849.60626051,영업/정상,,부산진구,전포동,전포동 해쉬,전포동 해쉬 
"굿 피플, 굿 띵즈(good people, good things)",경양식,,부산광역시 부산진구 전포동 664-6,"부산광역시 부산진구 서전로37번길 26, 1층 (전포동)",388014.861812957,186366.081928266,영업/정상,,부산진구,전포동,"전포동 굿 피플, 굿 띵즈(good people, good things)","전포동 굿 피플, 굿 띵즈(good people, good things) "
수내닭꼬치서면점,식육(숯불구이),,부산광역시 부산진구 전포동 337-8,"부산광역시 부산진구 전포대로200번길 33, 1층 (전포동)",388309.129867997,185902.647672663,영업/정상,,부산진구,전포동,전포동 수내닭꼬치서면점,전포동 수내닭꼬치서면점 
멘조라멘,기타,,부산광역시 부산진구 전포동 692-3 예일고시원,"부산광역시 부산진구 동천로 56, 예일고시원 1층 (전포동)",387891.346198343,185776.394459023,영업/정상,,부산진구,전포동,전포동 멘조라멘,전포동 멘조라멘 
공간,호프/통닭,051-4673323,부산광역시 부산진구 초읍동 217-24,"부산광역시 부산진구 성지로137번길 107, 1층 (초읍동)",386970.252633322,188460.385716323,영업/정상,,부산진구,초읍동,초읍동 공간,초읍동 공간 051-4673323
한솔대구탕,한식,,부산광역시 부산진구 양정동 310-11,"부산광역시 부산진구 연수로 21, 1층 (양정동)",388823.617220694,188055.694966373,영업/정상,,부산진구,양정동,양정동 한솔대구탕,양정동 한솔대구탕 
최프로요리킹서면전포점,한식,,부산광역시 부산진구 전포동 887-4,"부산광역시 부산진구 동천로 28, 1층 일부호 (전포동)",387879.945569086,185501.857212956,영업/정상,,부산진구,전포동,전포동 최프로요리킹서면전포점,전포동 최프로요리킹서면전포점 
장모돼지국밥묵은지흑돼지찌개,한식,0518040799,부산광역시 부산진구 부전동 417-10,"부산광역시 부산진구 부전로111번길 5, 1층 (부전동)",387122.750258213,186452.005337012,영업/정상,,부산진구,부전동,부전동 장모돼지국밥묵은지흑돼지찌개,부전동 장모돼지국밥묵은지흑돼지찌개 0518040799
새벽여는김밥,한식,,부산광역시 부산진구 부암동 746 서면동일파크스위트 3차,"부산광역시 부산진구 동평로 162, 상가1동 1층 106호 (부암동, 서면동일파크스위트 3차)",386443.082710801,186982.262716528,영업/정상,,부산진구,부암동,부암동 새벽여는김밥,부암동 새벽여는김밥 
하륜일만족발부산진구점,기타,,부산광역시 부산진구 당감동 498-25,"부산광역시 부산진구 당감로17번길 87, 1층 (당감동)",385355.276521682,186652.031812776,영업/정상,,부산진구,당감동,당감동 하륜일만족발부산진구점,당감동 하륜일만족발부산진구점 
헤이잭,분식,,부산광역시 부산진구 당감동 93-7,"부산광역시 부산진구 가야대로703번나길 32, 1층 (당감동)",386431.197618697,186216.551645468,영업/정상,,부산진구,당감동,당감동 헤이잭,당감동 헤이잭 
피자알볼로 부산시민공원점,경양식,,부산광역시 부산진구 연지동 41-27,"부산광역시 부산진구 동평로291번길 5, 1층 (연지동)",387465.412185901,187788.939913395,영업/정상,,부산진구,연지동,연지동 피자알볼로 부산시민공원점,연지동 피자알볼로 부산시민공원점 
구이포차 우연히,한식,,부산광역시 부산진구 전포동 642-4,"부산광역시 부산진구 전포대로255번길 8, 1층 (전포동)",388082.949428439,186430.675231363,영업/정상,,부산진구,전포동,전포동 구이포차 우연히,전포동 구이포차 우연히 
용이네뒷고기,식육(숯불구이),,부산광역시 부산진구 부전동 100-23,"부산광역시 부산진구 서전로9번길 46, 1층 (부전동)",387771.611323748,186436.167875566,영업/정상,,부산진구,부전동,부전동 용이네뒷고기,부전동 용이네뒷고기 
개금가마솥추어탕,한식,,부산광역시 부산진구 개금동 207-30,"부산광역시 부산진구 개금온정로17번길 37, 1층 (개금동)",384254.055956187,185792.452076608,영업/정상,,부산진구,개금동,개금동 개금가마솥추어탕,개금동 개금가마솥추어탕 
밥통령,한식,051-802-4365,부산광역시 부산진구 부암동 680-21번지,"부산광역시 부산진구 가야대로747번길 58-1, 2층 (부암동)",386975.382097567,186513.229618762,영업/정상,,부산진구,부암동,부암동 밥통령,부암동 밥통령 051-802-4365
굿모닝홍콩,기타,,부산광역시 부산진구 전포동 664-11번지 1층,"부산광역시 부산진구 서전로47번길 19, 1층 (전포동)",388054.310247849,186350.509672327,영업/정상,,부산진구,전포동,전포동 굿모닝홍콩,전포동 굿모닝홍콩 
우아한알콜주유소,기타,,"부산광역시 부산진구 당감동 305-9 ,14(1층)","부산광역시 부산진구 당감로50번길 11, 1층 (당감동)",385753.843478256,187131.615749588,영업/정상,,부산진구,당감동,당감동 우아한알콜주유소,당감동 우아한알콜주유소 
동백,한식,,부산광역시 부산진구 전포동 111-0번지,,,,영업/정상,,부산진구,전포동,전포동 동백,전포동 동백 
대포집,한식,,부산광역시 부산진구 당감동 253-0번지,,,,영업/정상,,부산진구,당감동,당감동 대포집,당감동 대포집 
동해물회,횟집,051-8093305,부산광역시 부산진구 부전동 142-5,부산광역시 부산진구 서전로 15 (부전동),387751.455776768,186253.871909123,영업/정상,,부산진구,부전동,부전동 동해물회,부전동 동해물회 051-8093305
진주식당,한식,051-8096356,부산광역시 부산진구 부전동 100-22번지 지상1-2층전체,"부산광역시 부산진구 서전로9번길 46-1, 지상1-2층 (부전동)",387777.533568521,186432.817943375,영업/정상,,부산진구,부전동,부전동 진주식당,부전동 진주식당 051-8096356
길림성,중국식,051-8086690,부산광역시 부산진구 부암동 42-5번지 외2,,386758.929043723,187301.405018387,영업/정상,,부산진구,부암동,부암동 길림성,부암동 길림성 051-8086690
진주숯불갈비,식육(숯불구이),,부산광역시 부산진구 연지동 189-9번지,"부산광역시 부산진구 연지로 19, 1층 (연지동)",386848.25487536,187723.047504376,영업/정상,,부산진구,연지동,연지동 진주숯불갈비,연지동 진주숯불갈비 
복돌네통닭,호프/통닭,,부산광역시 부산진구 당감동 241-66번지,부산광역시 부산진구 당감로16번길 42 (당감동),385967.013450764,186846.339273175,영업/정상,,부산진구,당감동,당감동 복돌네통닭,당감동 복돌네통닭 
제일식당,한식,051-8026339,부산광역시 부산진구 부전동 149-8번지,부산광역시 부산진구 서전로 20-4 (부전동),387802.430832342,186201.230039374,영업/정상,,부산진구,부전동,부전동 제일식당,부전동 제일식당 051-8026339
부영식당,한식,051-8091682,부산광역시 부산진구 부전동 262-9번지,부산광역시 부산진구 새싹로8번길 13 (부전동),387541.981762678,186390.1252179,영업/정상,,부산진구,부전동,부전동 부영식당,부전동 부영식당 051-8091682
경일식당,한식,051-864-9941,부산광역시 부산진구 양정동 370-1번지,부산광역시 부산진구 거제대로60번길 31 (양정동),388448.483573711,187992.319042492,영업/정상,,부산진구,양정동,양정동 경일식당,양정동 경일식당 051-864-9941
구내식당,한식,,부산광역시 부산진구 양정동 370-1번지,부산광역시 부산진구 거제대로60번길 31 (양정동),388448.483573711,187992.319042492,영업/정상,,부산진구,양정동,양정동 구내식당,양정동 구내식당 
에스제이푸드,경양식,,부산광역시 부산진구 전포동 198-42,"부산광역시 부산진구 동성로 93-1, 1층 (전포동)",388350.234156469,186370.385858543,영업/정상,,부산진구,전포동,전포동 에스제이푸드,전포동 에스제이푸드 
하씨네,한식,,부산광역시 부산진구 부전동 168-130,"부산광역시 부산진구 서전로10번길 25, 1층 (부전동)",387649.65937742,186103.804702422,영업/정상,,부산진구,부전동,부전동 하씨네,부전동 하씨네 
해롱해,한식,,부산광역시 부산진구 전포동 687-24,"부산광역시 부산진구 서전로46번길 60, 2층 일부 (전포동)",388070.649834266,185938.292850783,영업/정상,,부산진구,전포동,전포동 해롱해,전포동 해롱해 
전포연가,한식,,부산광역시 부산진구 전포동 308-8,"부산광역시 부산진구 서전로58번길 47, 1층 일부 (전포동)",388205.378344947,186008.578401518,영업/정상,,부산진구,전포동,전포동 전포연가,전포동 전포연가 
다복향마라탕(당감점),중국식,,부산광역시 부산진구 당감동 515-6 당감동원빌라,"부산광역시 부산진구 백양관문로 42, 당감동원빌라 102동 1층 101호 (당감동)",384970.715832,186772.837506466,영업/정상,,부산진구,당감동,당감동 다복향마라탕(당감점),당감동 다복향마라탕(당감점) 
엄마의 부뚜막,한식,,부산광역시 부산진구 양정동 257-7,"부산광역시 부산진구 동평로405번길 109-1, 1층 (양정동)",388721.169622822,188516.59687698,영업/정상,,부산진구,양정동,양정동 엄마의 부뚜막,양정동 엄마의 부뚜막 
울산횟집,횟집,,부산광역시 부산진구 부전동 341-46,"부산광역시 부산진구 부전로174번길 31, 1층 (부전동)",387698.522531183,186695.808695904,영업/정상,,부산진구,부전동,부전동 울산횟집,부전동 울산횟집 
